County,AUN,LEA,School Code,School,Oct 1 Enrollment Grades 7-12,Male Dropouts,Female Dropouts,Dropouts,Dropout Rate
Luzerne,118403302,Hazleton Area SD,6718,Freeland El/MS,208,0,0,0,0.00%
Luzerne,118403302,Hazleton Area SD,7348,Hazleton Area HS,"3,433",118,69,187,5.45%
Luzerne,118403302,Hazleton Area SD,9999,Hazleton Area SD,26,2,0,2,7.69%
Luzerne,118403302,Hazleton Area SD,7936,Hazleton El/MS,278,5,6,11,3.96%
Luzerne,118403302,Hazleton Area SD,6930,Heights Terrace El/MS,261,3,5,8,3.07%
Luzerne,118403302,Hazleton Area SD,8334,Maple Manor El/MS,273,0,1,1,0.37%
Luzerne,118403302,Hazleton Area SD,8245,McAdoo-Kelayres El/MS,170,1,0,1,0.59%
Luzerne,118403302,Hazleton Area SD,7340,Valley El/MS,206,0,0,0,0.00%
Luzerne,118403302,Hazleton Area SD,7569,West Hazleton El/MS,236,0,1,1,0.42%
Luzerne,118403903,Lake-Lehman SD,2924,Lake-Lehman JSHS,868,6,2,8,0.92%
Luzerne,118406003,Northwest Area SD,2958,Northwest Area HS,474,0,3,3,0.63%
Luzerne,118406003,Northwest Area SD,9999,Northwest Area SD,6,0,0,0,0.00%
Luzerne,118406602,Pittston Area SD,6385,Pittston Area MS,521,1,0,1,0.19%
Luzerne,118406602,Pittston Area SD,9999,Pittston Area SD,23,0,0,0,0.00%
Luzerne,118406602,Pittston Area SD,5058,Pittston Area SHS,"1,009",5,7,12,1.19%
Luzerne,118408707,West Side CTC,5059,West Side CTC,561,4,2,6,1.07%
Luzerne,118408852,Wilkes-Barre Area SD,3009,Elmer L Meyers JSHS,875,7,3,10,1.14%
Luzerne,118408852,Wilkes-Barre Area SD,3008,G A R Memorial JSHS,976,26,16,42,4.30%
Luzerne,118408852,Wilkes-Barre Area SD,3007,James M Coughlin JSHS,891,16,8,24,2.69%
Luzerne,118408852,Wilkes-Barre Area SD,7497,Solomon/Plains JHS,460,1,1,2,0.43%
Luzerne,118408852,Wilkes-Barre Area SD,9999,Wilkes-Barre Area SD,8,4,4,8,100.00%
Luzerne,118408852,Wilkes-Barre Area SD,8448,Wilkes-Barre Area SD STEM Academy,58,0,0,0,0.00%
Luzerne,118409203,Wyoming Area SD,6390,Wyoming Area Sec Ctr,"1,027",3,3,6,0.58%
Luzerne,118409302,Wyoming Valley West SD,6986,Wyoming Valley West MS,753,2,0,2,0.27%
Luzerne,118409302,Wyoming Valley West SD,6391,Wyoming Valley West SHS,"1,221",13,13,26,2.13%
Lycoming,117412003,East Lycoming SD,6364,Hughesville JSHS,745,3,5,8,1.07%
Lycoming,117414003,Jersey Shore Area SD,9999,Jersey Shore Area SD,5,0,0,0,0.00%
Lycoming,117414003,Jersey Shore Area SD,3034,Jersey Shore Area SHS,722,15,6,21,2.91%
Lycoming,117414003,Jersey Shore Area SD,3033,Jersey Shore MS,385,0,0,0,0.00%
Lycoming,117414203,Loyalsock Township SD,3037,Loyalsock Twp MS,238,0,0,0,0.00%
Lycoming,117414203,Loyalsock Township SD,4828,Loyalsock Twp SHS,503,5,2,7,1.39%
Lycoming,117415004,Montgomery Area SD,3040,Montgomery JSHS,380,1,0,1,0.26%
Lycoming,117415103,Montoursville Area SD,5343,C E McCall MS,322,0,0,0,0.00%
Lycoming,117415103,Montoursville Area SD,9999,Montoursville Area SD,4,0,0,0,0.00%
Lycoming,117415103,Montoursville Area SD,3045,Montoursville Area SHS,598,6,4,10,1.67%
Lycoming,117415303,Muncy SD,3048,Muncy JSHS,475,2,0,2,0.42%
Lycoming,117416103,South Williamsport Area SD,3056,South Williamsport Area JSHS,591,6,0,6,1.02%
Lycoming,117417202,Williamsport Area SD,8273,Williamsport Area MS,798,0,0,0,0.00%
Lycoming,117417202,Williamsport Area SD,9999,Williamsport Area SD,4,0,0,0,0.00%
Lycoming,117417202,Williamsport Area SD,6368,Williamsport Area SHS,"1,456",35,16,51,3.50%
McKean,109420803,Bradford Area SD,4691,Bradford Area HS,751,8,12,20,2.66%
McKean,109420803,Bradford Area SD,3092,Floyd C Fretz MS,393,0,0,0,0.00%
McKean,109422303,Kane Area SD,5245,Kane Area HS,368,5,2,7,1.90%
McKean,109422303,Kane Area SD,3100,Kane Area MS,184,0,0,0,0.00%
McKean,109426003,Otto-Eldred SD,3107,Otto-Eldred JSHS,310,0,0,0,0.00%
McKean,109426003,Otto-Eldred SD,9999,Otto-Eldred SD,2,0,0,0,0.00%
McKean,109426303,Port Allegany SD,3111,Port Allegany JSHS,371,2,0,2,0.54%
McKean,109427503,Smethport Area SD,3117,Smethport Area JSHS,370,3,0,3,0.81%
Mercer,104431304,Commodore Perry SD,6122,Commodore Perry JSHS,211,0,0,0,0.00%
Mercer,104432503,Farrell Area SD,5248,Farrell Area HS/UMS,293,6,4,10,3.41%
Mercer,104432503,Farrell Area SD,9999,Farrell Area SD,1,1,0,1,100.00%
Mercer,104432803,Greenville Area SD,3137,Greenville JSHS,637,2,0,2,0.31%
Mercer,104432903,Grove City Area SD,6125,George Jr Republic HS,257,0,0,0,0.00%
Mercer,104432903,Grove City Area SD,7316,George Jr Republic MS,56,0,0,0,0.00%
Mercer,104432903,Grove City Area SD,3145,Grove City Area HS,634,4,4,8,1.26%
Mercer,104432903,Grove City Area SD,8202,Grove City Area MS,302,0,0,0,0.00%
Mercer,104432903,Grove City Area SD,9999,Grove City Area SD,7,1,0,1,14.29%
Mercer,104433303,Hermitage SD,8069,Delahunty MS,169,0,0,0,0.00%
Mercer,104433303,Hermitage SD,3150,Hickory HS,817,4,2,6,0.73%
Mercer,104433604,Jamestown Area SD,6126,Jamestown Area JSHS,237,0,0,0,0.00%
Mercer,104432830,Keystone Education Center CS,7506,Keystone Education Center CS,201,6,7,13,6.47%
Mercer,104433903,Lakeview SD,3155,Lakeview HS,353,1,0,1,0.28%
Mercer,104433903,Lakeview SD,7069,Lakeview MS,150,0,0,0,0.00%
Mercer,104435003,Mercer Area SD,7792,Mercer Area MS,176,0,0,0,0.00%
Mercer,104435003,Mercer Area SD,3158,Mercer Area SHS,312,6,0,6,1.92%
Mercer,104435303,Reynolds SD,3165,Reynolds JSHS,504,0,0,0,0.00%
Mercer,104435303,Reynolds SD,9999,Reynolds SD,1,0,0,0,0.00%
Mercer,104435603,Sharon City SD,8093,Sharon HS,536,8,6,14,2.61%
Mercer,104435603,Sharon City SD,8092,Sharon MS,286,0,0,0,0.00%
Mercer,104435703,Sharpsville Area SD,7387,Sharpsville Area MS,188,0,0,0,0.00%
Mercer,104435703,Sharpsville Area SD,9999,Sharpsville Area SD,1,0,0,0,0.00%
Mercer,104435703,Sharpsville Area SD,3124,Sharpsville Area SHS,401,4,2,6,1.50%
Mercer,104437503,West Middlesex Area SD,6129,West Middlesex Area JSHS,423,2,1,3,0.71%
Mifflin,111444602,Mifflin County SD,8187,Mifflin Co HS,"1,186",16,7,23,1.94%
Mifflin,111444602,Mifflin County SD,8186,Mifflin Co JHS,789,7,1,8,1.01%
Mifflin,111444602,Mifflin County SD,8185,Mifflin Co MS,388,0,0,0,0.00%
Monroe,120452003,East Stroudsburg Area SD,7641,East Stroudsburg SHS North,976,9,3,12,1.23%
Monroe,120452003,East Stroudsburg Area SD,6935,East Stroudsburg SHS South,"1,323",12,6,18,1.36%
Monroe,120452003,East Stroudsburg Area SD,7366,J T Lambert Intermediate Sch,623,0,1,1,0.16%
Monroe,120452003,East Stroudsburg Area SD,7642,Lehman Intermediate Sch,443,0,0,0,0.00%
Monroe,120450003,Evergreen Community CS,7866,Evergreen Community CS,89,0,0,0,0.00%
Monroe,120455203,Pleasant Valley SD,3210,Pleasant Valley HS,"1,569",21,8,29,1.85%
Monroe,120455203,Pleasant Valley SD,7660,Pleasant Valley Intrmd Sch,2,0,0,0,0.00%
Monroe,120455203,Pleasant Valley SD,7183,Pleasant Valley MS,732,0,0,0,0.00%
Monroe,120455403,Pocono Mountain SD,3216,Pocono Mountain East HS,"1,344",9,5,14,1.04%
Monroe,120455403,Pocono Mountain SD,8010,Pocono Mountain East JHS,614,0,0,0,0.00%
Monroe,120455403,Pocono Mountain SD,9999,Pocono Mountain SD,29,1,0,1,3.45%
Monroe,120455403,Pocono Mountain SD,7738,Pocono Mountain West HS,"1,616",17,12,29,1.79%
Monroe,120455403,Pocono Mountain SD,7867,Pocono Mountain West JHS,803,0,0,0,0.00%
Monroe,120456003,Stroudsburg Area SD,9999,Stroudsburg Area SD,3,0,0,0,0.00%
Monroe,120456003,Stroudsburg Area SD,3224,Stroudsburg HS,"1,329",16,13,29,2.18%
Monroe,120456003,Stroudsburg Area SD,7593,Stroudsburg JHS,799,0,0,0,0.00%
Monroe,120456003,Stroudsburg Area SD,7839,Stroudsburg MS,414,0,0,0,0.00%
Montgomery,123460302,Abington SD,3242,Abington JHS,"1,960",0,0,0,0.00%
Montgomery,123460302,Abington SD,3241,Abington SHS,"1,808",9,6,15,0.83%
Montgomery,126510020,Agora Cyber CS,7858,Agora Cyber CS,"3,849",257,259,516,13.41%
Montgomery,126510020,Agora Cyber CS,9999,Agora Cyber CS,4,0,0,0,0.00%
Montgomery,123461302,Cheltenham SD,5250,Cedarbrook MS,674,0,1,1,0.15%
Montgomery,123461302,Cheltenham SD,3260,Cheltenham HS,"1,285",4,1,5,0.39%
Montgomery,123461302,Cheltenham SD,9999,Cheltenham SD,31,0,2,2,6.45%
Montgomery,123461602,Colonial SD,5077,Colonial MS,717,0,0,0,0.00%
Montgomery,123461602,Colonial SD,3333,Plymouth-Whitemarsh SHS,"1,520",5,4,9,0.59%
Montgomery,123463603,Hatboro-Horsham SD,9999,Hatboro-Horsham SD,19,0,1,1,5.26%
Montgomery,123463603,Hatboro-Horsham SD,3272,Hatboro-Horsham SHS,"1,553",4,2,6,0.39%
Montgomery,123463603,Hatboro-Horsham SD,6639,Keith Valley MS,728,0,0,0,0.00%
Montgomery,123463803,Jenkintown SD,8049,Jenkintown Middle/High School,329,0,0,0,0.00%
Montgomery,123463803,Jenkintown SD,9999,Jenkintown SD,2,0,0,0,0.00%
Montgomery,123464502,Lower Merion SD,3293,Bala-Cynwyd MS,695,0,0,0,0.00%
Montgomery,123464502,Lower Merion SD,3296,Harriton SHS,"1,210",1,0,1,0.08%
Montgomery,123464502,Lower Merion SD,3295,Lower Merion HS,"1,512",1,0,1,0.07%
Montgomery,123464502,Lower Merion SD,9999,Lower Merion SD,3,0,0,0,0.00%
Montgomery,123464502,Lower Merion SD,3294,Welsh Valley MS,719,0,0,0,0.00%
Montgomery,123464603,Lower Moreland Township SD,4960,Lower Moreland HS,751,1,1,2,0.27%
Montgomery,123464603,Lower Moreland Township SD,9999,Lower Moreland Township SD,6,0,0,0,0.00%
Montgomery,123464603,Lower Moreland Township SD,7212,Murray Avenue Sch,392,0,0,0,0.00%
Montgomery,123465303,Methacton SD,6716,Arcola Intrmd Sch,756,0,0,0,0.00%
Montgomery,123465303,Methacton SD,3305,Methacton HS,"1,552",6,0,6,0.39%
Montgomery,123465602,Norristown Area SD,3265,East Norriton MS,484,0,0,0,0.00%
Montgomery,123465602,Norristown Area SD,3321,Eisenhower MS,366,0,0,0,0.00%
Montgomery,123465602,Norristown Area SD,6729,Norristown Area HS,"1,772",32,36,68,3.84%
Montgomery,123465602,Norristown Area SD,6998,Roosevelt Altern Sch,116,13,8,21,18.10%
Montgomery,123465602,Norristown Area SD,3320,Stewart MS,348,0,0,0,0.00%
Montgomery,123465702,North Penn SD,9999,North Penn SD,43,6,2,8,18.60%
Montgomery,123465702,North Penn SD,5345,North Penn SHS,"3,100",11,6,17,0.55%
Montgomery,123465702,North Penn SD,3322,Pennbrook MS,884,0,0,0,0.00%
Montgomery,123465702,North Penn SD,3324,Penndale MS,"1,303",1,0,1,0.08%
Montgomery,123465702,North Penn SD,3323,Pennfield MS,866,0,0,0,0.00%
Montgomery,123460001,Pennsylvania Virtual CS,7687,Pennsylvania Virtual CS,"1,243",11,18,29,2.33%
Montgomery,123466103,Perkiomen Valley SD,3328,Perkiomen Valley HS,"1,841",2,0,2,0.11%
Montgomery,123466103,Perkiomen Valley SD,3326,Perkiomen Valley MS-East,470,0,0,0,0.00%
Montgomery,123466103,Perkiomen Valley SD,7794,Perkiomen Valley MS-West,398,0,0,0,0.00%
Montgomery,123466103,Perkiomen Valley SD,9999,Perkiomen Valley SD,29,0,0,0,0.00%
Montgomery,123466303,Pottsgrove SD,6746,Pottsgrove MS,496,0,0,0,0.00%
Montgomery,123466303,Pottsgrove SD,3338,Pottsgrove SHS,982,9,6,15,1.53%
Montgomery,123466403,Pottstown SD,3346,Pottstown MS,473,0,0,0,0.00%
Montgomery,123466403,Pottstown SD,9999,Pottstown SD,18,1,2,3,16.67%
Montgomery,123466403,Pottstown SD,3348,Pottstown SHS,810,26,20,46,5.68%
Montgomery,123467103,Souderton Area SD,8062,Indian Crest MS,447,0,0,0,0.00%
Montgomery,123467103,Souderton Area SD,4722,Indian Valley MS,516,0,0,0,0.00%
Montgomery,123467103,Souderton Area SD,9999,Souderton Area SD,93,2,5,7,7.53%
Montgomery,123467103,Souderton Area SD,3354,Souderton Area SHS,"2,177",15,4,19,0.87%
Montgomery,123463370,Souderton CS Collaborative,7638,Souderton CS Collaborative,40,0,0,0,0.00%
Montgomery,123467303,Spring-Ford Area SD,9999,Spring-Ford Area SD,27,2,0,2,7.41%
Montgomery,123467303,Spring-Ford Area SD,7817,Spring-Ford MS 7th Grade Ctr,674,0,0,0,0.00%
Montgomery,123467303,Spring-Ford Area SD,7818,Spring-Ford MS 8th Grade Ctr,603,0,0,0,0.00%
Montgomery,123467303,Spring-Ford Area SD,3367,Spring-Ford SHS 9-12 Ctr,"2,511",4,3,7,0.28%
Montgomery,123467203,Springfield Township SD,9999,Springfield Township SD,10,0,0,0,0.00%
Montgomery,123467203,Springfield Township SD,3376,Springfield Twp HS,716,2,0,2,0.28%
Montgomery,123467203,Springfield Township SD,3375,Springfield Twp MS,379,0,0,0,0.00%
Montgomery,123468303,Upper Dublin SD,4943,Sandy Run MS,618,0,0,0,0.00%
Montgomery,123468303,Upper Dublin SD,5078,Upper Dublin HS,"1,330",0,0,0,0.00%
Montgomery,123468303,Upper Dublin SD,9999,Upper Dublin SD,4,0,0,0,0.00%
Montgomery,123468402,Upper Merion Area SD,9999,Upper Merion Area SD,32,8,1,9,28.13%
Montgomery,123468402,Upper Merion Area SD,3395,Upper Merion HS,"1,164",4,1,5,0.43%
Montgomery,123468402,Upper Merion Area SD,3394,Upper Merion MS,685,0,0,0,0.00%
Montgomery,123468503,Upper Moreland Township SD,3401,Upper Moreland HS,924,3,3,6,0.65%
Montgomery,123468503,Upper Moreland Township SD,5249,Upper Moreland MS,447,0,0,0,0.00%
Montgomery,123468503,Upper Moreland Township SD,9999,Upper Moreland Township SD,10,0,0,0,0.00%
Montgomery,123468603,Upper Perkiomen SD,5081,Upper Perkiomen HS,"1,005",6,4,10,1.00%
Montgomery,123468603,Upper Perkiomen SD,3406,Upper Perkiomen MS,530,0,0,0,0.00%
Montgomery,123469303,Wissahickon SD,3245,Wissahickon MS,717,0,0,0,0.00%
Montgomery,123469303,Wissahickon SD,9999,Wissahickon SD,23,0,1,1,4.35%
Montgomery,123469303,Wissahickon SD,3247,Wissahickon SHS,"1,397",1,1,2,0.14%
Montour,116471803,Danville Area SD,3424,Danville Area MS,367,0,0,0,0.00%
Montour,116471803,Danville Area SD,3425,Danville Area SHS,671,7,1,8,1.19%
Northampton,120480803,Bangor Area SD,3434,Bangor Area HS,995,13,5,18,1.81%
Northampton,120480803,Bangor Area SD,5257,Bangor Area MS,455,0,0,0,0.00%
Northampton,120481002,Bethlehem Area SD,9999,Bethlehem Area SD,26,6,1,7,26.92%
Northampton,120481002,Bethlehem Area SD,3464,Broughal MS,336,0,0,0,0.00%
Northampton,120481002,Bethlehem Area SD,4956,East Hills MS,685,0,1,1,0.15%
Northampton,120481002,Bethlehem Area SD,4957,Freedom HS,"1,956",30,12,42,2.15%
Northampton,120481002,Bethlehem Area SD,3465,Liberty HS,"2,673",47,27,74,2.77%
Northampton,120481002,Bethlehem Area SD,3463,Nitschmann MS,553,0,0,0,0.00%
Northampton,120481002,Bethlehem Area SD,3462,Northeast MS,511,0,0,0,0.00%
Northampton,120483302,Easton Area SD,3482,Easton Area HS,"2,810",25,14,39,1.39%
Northampton,120483302,Easton Area SD,8351,Easton Area MS,"1,430",0,0,0,0.00%
Northampton,120480002,Lehigh Valley Academy Regional CS,9999,Lehigh Valley Academy Regional CS,2,0,0,0,0.00%
Northampton,120480002,Lehigh Valley Academy Regional CS,7681,Lehigh Valley Academy Regional CS,701,0,0,0,0.00%
Northampton,120483170,Lehigh Valley Charter High School for th,7634,Lehigh Valley Charter High School for th,631,1,0,1,0.16%
Northampton,139481451,Lehigh Valley Dual Language Charter Scho,8130,Lehigh Valley Dual Language Charter Scho,85,0,0,0,0.00%
Northampton,120484803,Nazareth Area SD,3495,Nazareth Area HS,"1,555",10,4,14,0.90%
Northampton,120484803,Nazareth Area SD,3494,Nazareth Area MS,759,0,0,0,0.00%
Northampton,120484903,Northampton Area SD,3505,Northampton Area HS,"1,875",17,14,31,1.65%
Northampton,120484903,Northampton Area SD,5258,Northampton Area MS,900,0,0,0,0.00%
Northampton,120485603,Pen Argyl Area SD,6439,Pen Argyl Area HS,518,6,5,11,2.12%
Northampton,120485603,Pen Argyl Area SD,5351,Wind Gap MS,268,0,0,0,0.00%
Northampton,120486003,Saucon Valley SD,7210,Saucon Valley MS,349,0,0,0,0.00%
Northampton,120486003,Saucon Valley SD,5352,Saucon Valley SHS,740,1,1,2,0.27%
Northampton,120488603,Wilson Area SD,3522,Wilson Area HS,728,3,5,8,1.10%
Northampton,120488603,Wilson Area SD,6785,Wilson Area Intermediate Sch,358,0,0,0,0.00%
Northampton,120488603,Wilson Area SD,9999,Wilson Area SD,7,0,0,0,0.00%
Northumberland,116493503,Line Mountain SD,3532,Line Mountain HS,361,1,4,5,1.39%
Northumberland,116493503,Line Mountain SD,8286,Line Mountain MS,181,1,0,1,0.55%
Northumberland,116493503,Line Mountain SD,9999,Line Mountain SD,2,0,0,0,0.00%
Northumberland,116495003,Milton Area SD,6863,Milton Area MS,342,0,0,0,0.00%
Northumberland,116495003,Milton Area SD,3541,Milton HS,624,5,5,10,1.60%
Northumberland,116495103,Mount Carmel Area SD,6936,Mount Carmel Area HS,405,5,8,13,3.21%
Northumberland,116495103,Mount Carmel Area SD,8135,Mount Carmel Area JH,252,0,0,0,0.00%
Northumberland,116495103,Mount Carmel Area SD,9999,Mount Carmel Area SD,6,1,0,1,16.67%
Northumberland,116496503,Shamokin Area SD,7893,Shamokin Area HS,685,9,12,21,3.07%
Northumberland,116496503,Shamokin Area SD,7892,Shamokin Area MS,352,0,0,0,0.00%
Northumberland,116496503,Shamokin Area SD,9999,Shamokin Area SD,24,1,0,1,4.17%
Northumberland,116496603,Shikellamy SD,3569,Shikellamy HS,777,28,23,51,6.56%
Northumberland,116496603,Shikellamy SD,8372,Shikellamy MS,482,0,0,0,0.00%
Northumberland,116498003,Warrior Run SD,5103,Warrior Run HS,505,6,3,9,1.78%
Northumberland,116498003,Warrior Run SD,3575,Warrior Run MS,236,0,0,0,0.00%
Northumberland,116498003,Warrior Run SD,9999,Warrior Run SD,2,0,0,0,0.00%
Perry,115503004,Greenwood SD,6341,Greenwood HS,234,0,0,0,0.00%
Perry,115503004,Greenwood SD,7468,Greenwood MS,126,0,0,0,0.00%
Perry,115503004,Greenwood SD,9999,Greenwood SD,2,0,0,0,0.00%
Perry,115504003,Newport SD,7930,Newport HS,335,6,1,7,2.09%
Perry,115504003,Newport SD,7931,Newport MS,162,0,0,0,0.00%
Perry,115504003,Newport SD,9999,Newport SD,4,0,0,0,0.00%
Perry,115506003,Susquenita SD,3589,Susquenita HS,451,3,4,7,1.55%
Perry,115506003,Susquenita SD,7367,Susquenita MS,289,0,0,0,0.00%
Perry,115508003,West Perry SD,3597,West Perry MS,393,0,0,0,0.00%
Perry,115508003,West Perry SD,9999,West Perry SD,7,1,0,1,14.29%
Perry,115508003,West Perry SD,3596,West Perry SHS,698,4,3,7,1.00%
Philadelphia,126514368,ACT Academy Cyber CS,8217,ACT Academy Cyber CS,76,2,0,2,2.63%
Philadelphia,126510015,Ad Prima CS,7825,Ad Prima CS,120,0,0,0,0.00%
Philadelphia,126512990,Alliance for Progress CS,7543,Alliance for Progress CS,107,0,0,0,0.00%
Philadelphia,104510394,Antonia Pantoja Community Charter School,8031,Antonia Pantoja Community Charter School,140,0,0,0,0.00%
Philadelphia,181519176,ASPIRA Bilingual Cyber Charter School,8148,ASPIRA Bilingual Cyber Charter School,275,16,15,31,11.27%
Philadelphia,126510010,Belmont Charter School,7750,Belmont Charter School,244,0,1,1,0.41%
Philadelphia,185515523,Boys Latin of Philadelphia CS,7981,Boys Latin of Philadelphia CS,688,0,0,0,0.00%
Philadelphia,126513190,Charter High School for Architecture and,7578,Charter High School for Architecture and,614,0,0,0,0.00%
Philadelphia,126513160,Christopher Columbus CS,7575,Christopher Columbus CS,176,0,0,0,0.00%
Philadelphia,126512840,Community Academy of Philadelphia CS,7510,Community Academy of Philadelphia CS,734,5,1,6,0.82%
Philadelphia,126510011,Discovery Charter School,7775,Discovery Charter School,136,0,0,0,0.00%
Philadelphia,177518712,Eastern University Academy Charter Schoo,8127,Eastern University Academy Charter Schoo,274,0,0,0,0.00%
Philadelphia,126513440,Esperanza Academy Charter School,7665,Esperanza Academy Charter School,"1,206",4,3,7,0.58%
Philadelphia,126513440,Esperanza Academy Charter School,9999,Esperanza Academy Charter School,2,0,0,0,0.00%
Philadelphia,126511563,Esperanza Cyber CS,8216,Esperanza Cyber CS,281,22,14,36,12.81%
Philadelphia,126513100,Eugenio Maria De Hostos CS,7564,Eugenio Maria DE Hostos CS,159,0,0,0,0.00%
Philadelphia,100510000,First Philadelphia Preparatory Charter S,7744,First Philadelphia Preparatory Charter S,722,2,1,3,0.42%
Philadelphia,126510021,Folk Arts-Cultural Treasures CS,7857,Folk Arts-Cultural Treasures CS,122,0,0,0,0.00%
Philadelphia,147513703,Franklin Towne Charter Elementary School,8123,Franklin Towne Charter Elementary School,209,0,0,0,0.00%
Philadelphia,126513450,Franklin Towne CHS,7666,Franklin Towne CHS,"1,222",3,2,5,0.41%
Philadelphia,126518547,Frederick Douglass Mastery Charter Schoo,8150,Frederick Douglass Mastery Charter Schoo,156,0,0,0,0.00%
Philadelphia,126513270,Freire CS,9999,Freire CS,1,0,0,0,0.00%
Philadelphia,126513270,Freire CS,7586,Freire CS,747,2,2,4,0.54%
Philadelphia,126513380,Global Leadership Academy CS,7639,Global Leadership Academy CS,146,0,0,0,0.00%
Philadelphia,126513380,Global Leadership Academy CS,9999,Global Leadership Academy CS,1,0,0,0,0.00%
Philadelphia,126518004,Global Leadership Academy CS Southwest a,8390,Global Leadership Academy CS Southwest a,96,0,0,0,0.00%
Philadelphia,126510005,Green Woods CS,7748,Green Woods CS,121,0,0,0,0.00%
Philadelphia,126512850,Harambee Institute of Science and Techno,7511,Harambee Institute of Science and Techno,100,0,1,1,1.00%
Philadelphia,126512980,Imhotep Institute CHS,7542,Imhotep Institute CHS,597,0,0,0,0.00%
Philadelphia,126513510,Independence CS,7683,Independence CS,158,0,0,0,0.00%
Philadelphia,133513315,John B Stetson Charter School,8149,John B. Stetson Charter School,503,6,9,15,2.98%
Philadelphia,182514568,Keystone Academy Charter School,7979,Keystone Academy Charter School,145,0,1,1,0.69%
Philadelphia,126510017,Khepera CS,7826,Khepera CS,68,0,0,0,0.00%
Philadelphia,126514864,KIPP DuBois Charter School,8358,KIPP DuBois Charter School,519,1,2,3,0.58%
Philadelphia,126510013,KIPP Philadelphia Charter School,7776,KIPP Philadelphia Charter School,172,0,0,0,0.00%
Philadelphia,172510793,KIPP West Philadelphia Preparatory Chart,8124,KIPP West Philadelphia Preparatory Chart,181,0,1,1,0.55%
Philadelphia,126513110,Laboratory CS,7565,Laboratory CS,92,0,0,0,0.00%
Philadelphia,126519476,Lindley Academy CS at Birney,8206,Lindley Academy CS at Birney,147,0,0,0,0.00%
Philadelphia,126513480,Mariana Bracetti Academy CS,7672,Mariana Bracetti Academy CS,655,2,1,3,0.46%
Philadelphia,126513480,Mariana Bracetti Academy CS,9999,Mariana Bracetti Academy CS,4,0,0,0,0.00%
Philadelphia,126510014,Maritime Academy Charter School,7777,Maritime Academy CS,449,1,1,2,0.45%
Philadelphia,126513150,MAST Community CS,7574,MAST Community Charter School,665,0,0,0,0.00%
Philadelphia,126510002,Mastery CHS - Lenfest Campus,7678,Mastery CHS - Lenfest Campus,577,3,0,3,0.52%
Philadelphia,126519644,Mastery CS - Cleveland Elementary,8259,Mastery CS - Cleveland Elementary,163,0,0,0,0.00%
Philadelphia,126518795,Mastery CS - Francis D. Pastorius Elemen,8288,Mastery CS - Francis D. Pastorius Elemen,109,0,0,0,0.00%
Philadelphia,126513290,Mastery CS - Hardy Williams,7588,Mastery CS - Hardy Williams,653,3,3,6,0.92%
Philadelphia,126513734,Mastery CS-Gratz Campus,8207,Mastery CS-Gratz Campus,"1,414",15,9,24,1.70%
Philadelphia,126516457,Mastery CS-Harrity Campus,8153,Mastery CS-Harrity Campus,165,0,0,0,0.00%
Philadelphia,151514721,Mastery CS-Pickett Campus,7961,Mastery CS-Pickett Campus,744,1,0,1,0.13%
Philadelphia,126510022,Mastery CS-Shoemaker Campus,7909,Mastery CS -Shoemaker Campus,777,4,1,5,0.64%
Philadelphia,126510023,Mastery CS-Thomas Campus,7910,Mastery CS - Thomas Campus,687,3,1,4,0.58%
Philadelphia,126513230,Math Civics and Sciences CS,7582,Math Civics and Sciences CS,492,0,0,0,0.00%
Philadelphia,126519392,Memphis Street Academy CS @ JP Jones,8257,Memphis Street Academy CS @ JP Jones,439,0,0,0,0.00%
Philadelphia,126513000,Multicultural Academy CS,7546,Multicultural Academy CS,273,0,0,0,0.00%
Philadelphia,126513420,New Foundations CS,7649,New Foundations CS,950,0,0,0,0.00%
Philadelphia,126510019,Northwood Academy CS,7856,Northwood Academy CS,165,0,0,0,0.00%
Philadelphia,126513452,Olney Charter High School,8205,Olney Charter High School,"1,823",109,70,179,9.82%
Philadelphia,173515368,Pan American Academy CS,7985,Pan American Academy CS,119,0,0,0,0.00%
Philadelphia,126510004,People for People CS,7685,People for People CS,194,0,0,0,0.00%
Philadelphia,126513280,Philadelphia Academy CS,7587,Philadelphia Academy CS,612,0,3,3,0.49%
Philadelphia,126515001,Philadelphia City SD,7904,Academy at Palumbo,"1,061",4,2,6,0.57%
Philadelphia,126515001,Philadelphia City SD,7256,Adaire Alexander Sch,67,0,0,0,0.00%
Philadelphia,126515001,Philadelphia City SD,5292,Allen Dr Ethel Sch,79,2,0,2,2.53%
Philadelphia,126515001,Philadelphia City SD,3758,Allen Ethan Sch,213,4,3,7,3.29%
Philadelphia,126515001,Philadelphia City SD,6823,Amy At Martin,291,0,0,0,0.00%
Philadelphia,126515001,Philadelphia City SD,7024,Amy NW,220,1,0,1,0.45%
Philadelphia,126515001,Philadelphia City SD,3804,Anderson Add B Sch,88,0,0,0,0.00%
Philadelphia,126515001,Philadelphia City SD,3805,Arthur Chester A Sch,42,0,0,0,0.00%
Philadelphia,126515001,Philadelphia City SD,8039,Arts Academy at Benjamin Rush,621,1,4,5,0.81%
Philadelphia,126515001,Philadelphia City SD,3618,Bache-Martin Sch,74,0,0,0,0.00%
Philadelphia,126515001,Philadelphia City SD,6824,Baldi C C A MS,956,6,3,9,0.94%
Philadelphia,126515001,Philadelphia City SD,8029,Barry Comm John Sch,121,0,3,3,2.48%
